HostName,PlanetLetter,DiscoveryMethod,PlanetInSS,Updated,PlanetName,DiscoveryYear,PlaceOfDiscovery,DiscoveryFacility,Telescope,Instrument,Status
Kepler-1001,b,Transit,1,5/10/2016,Kepler-1001 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1002,b,Transit,1,5/10/2016,Kepler-1002 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1003,b,Transit,1,5/10/2016,Kepler-1003 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1004,b,Transit,1,5/10/2016,Kepler-1004 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1005,b,Transit,1,5/10/2016,Kepler-1005 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1006,b,Transit,1,5/10/2016,Kepler-1006 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1007,b,Transit,1,5/10/2016,Kepler-1007 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1008,b,Transit,1,5/10/2016,Kepler-1008 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1009,b,Transit,1,5/10/2016,Kepler-1009 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-101,b,Transit,2,9/25/2014,Kepler-101 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1010,b,Transit,1,5/10/2016,Kepler-1010 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1011,b,Transit,1,5/10/2016,Kepler-1011 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1012,b,Transit,1,5/10/2016,Kepler-1012 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1013,b,Transit,1,5/10/2016,Kepler-1013 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1014,b,Transit,1,5/10/2016,Kepler-1014 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1015,b,Transit,1,5/10/2016,Kepler-1015 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1016,b,Transit,2,5/10/2016,Kepler-1016 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1017,b,Transit,1,5/10/2016,Kepler-1017 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1018,b,Transit,1,5/10/2016,Kepler-1018 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1019,b,Transit,1,5/10/2016,Kepler-1019 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-102,b,Transit,5,10/13/2016,Kepler-102 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1020,b,Transit,1,5/10/2016,Kepler-1020 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1021,b,Transit,1,5/10/2016,Kepler-1021 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1022,b,Transit,1,5/10/2016,Kepler-1022 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1023,b,Transit,1,5/10/2016,Kepler-1023 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1024,b,Transit,1,5/10/2016,Kepler-1024 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1025,b,Transit,1,5/10/2016,Kepler-1025 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1026,b,Transit,1,5/10/2016,Kepler-1026 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1027,b,Transit,1,5/10/2016,Kepler-1027 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1028,b,Transit,1,5/10/2016,Kepler-1028 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1029,b,Transit,1,5/10/2016,Kepler-1029 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-103,b,Transit,2,5/14/2014,Kepler-103 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1030,b,Transit,1,5/10/2016,Kepler-1030 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1031,b,Transit,1,5/10/2016,Kepler-1031 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1032,b,Transit,1,5/10/2016,Kepler-1032 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1033,b,Transit,1,5/10/2016,Kepler-1033 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1034,b,Transit,1,5/10/2016,Kepler-1034 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1035,b,Transit,1,5/10/2016,Kepler-1035 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1036,b,Transit,1,5/10/2016,Kepler-1036 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1037,b,Transit,1,5/10/2016,Kepler-1037 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1038,b,Transit,1,5/10/2016,Kepler-1038 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1039,b,Transit,1,5/10/2016,Kepler-1039 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-104,b,Transit,3,5/14/2014,Kepler-104 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1040,b,Transit,1,5/10/2016,Kepler-1040 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1041,b,Transit,1,5/10/2016,Kepler-1041 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1042,b,Transit,1,5/10/2016,Kepler-1042 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1043,b,Transit,1,5/10/2016,Kepler-1043 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1044,b,Transit,1,5/10/2016,Kepler-1044 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1045,b,Transit,1,5/10/2016,Kepler-1045 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1046,b,Transit,1,5/10/2016,Kepler-1046 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1047,b,Transit,2,5/10/2016,Kepler-1047 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1048,b,Transit,1,5/10/2016,Kepler-1048 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1049,b,Transit,1,5/10/2016,Kepler-1049 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-105,b,Transit,2,5/14/2014,Kepler-105 b,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1050,b,Transit,2,5/10/2016,Kepler-1050 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1051,b,Transit,1,5/10/2016,Kepler-1051 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1052,b,Transit,1,5/10/2016,Kepler-1052 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1053,b,Transit,1,5/10/2016,Kepler-1053 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1054,b,Transit,1,5/10/2016,Kepler-1054 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1055,b,Transit,1,5/10/2016,Kepler-1055 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1056,b,Transit,1,5/10/2016,Kepler-1056 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1057,b,Transit,1,5/10/2016,Kepler-1057 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1058,b,Transit,1,5/10/2016,Kepler-1058 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1059,b,Transit,1,5/10/2016,Kepler-1059 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-106,b,Transit,4,10/13/2016,Kepler-106 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1060,b,Transit,1,5/10/2016,Kepler-1060 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1061,b,Transit,1,5/10/2016,Kepler-1061 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1062,b,Transit,1,5/10/2016,Kepler-1062 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1063,b,Transit,1,5/10/2016,Kepler-1063 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1064,b,Transit,1,5/10/2016,Kepler-1064 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1065,b,Transit,2,5/10/2016,Kepler-1065 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1066,b,Transit,1,5/10/2016,Kepler-1066 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1067,b,Transit,1,5/10/2016,Kepler-1067 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1068,b,Transit,1,5/10/2016,Kepler-1068 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1069,b,Transit,1,5/10/2016,Kepler-1069 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-107,b,Transit,4,5/14/2014,Kepler-107 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1070,b,Transit,1,5/10/2016,Kepler-1070 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1071,b,Transit,1,5/10/2016,Kepler-1071 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1072,b,Transit,1,5/10/2016,Kepler-1072 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1073,b,Transit,2,5/10/2016,Kepler-1073 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1074,b,Transit,1,5/10/2016,Kepler-1074 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1075,b,Transit,1,5/10/2016,Kepler-1075 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1076,b,Transit,1,5/10/2016,Kepler-1076 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1077,b,Transit,1,5/10/2016,Kepler-1077 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1078,b,Transit,1,5/10/2016,Kepler-1078 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1079,b,Transit,1,5/10/2016,Kepler-1079 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-108,b,Transit,2,5/14/2014,Kepler-108 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1080,b,Transit,1,5/10/2016,Kepler-1080 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1081,b,Transit,1,5/10/2016,Kepler-1081 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1082,b,Transit,1,5/10/2016,Kepler-1082 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1083,b,Transit,1,5/10/2016,Kepler-1083 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1084,b,Transit,1,5/10/2016,Kepler-1084 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1085,b,Transit,1,5/10/2016,Kepler-1085 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1086,b,Transit,2,5/10/2016,Kepler-1086 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1087,b,Transit,1,5/10/2016,Kepler-1087 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1088,b,Transit,1,5/10/2016,Kepler-1088 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1089,b,Transit,1,5/10/2016,Kepler-1089 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-109,b,Transit,2,10/13/2016,Kepler-109 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1090,b,Transit,1,5/10/2016,Kepler-1090 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1091,b,Transit,1,5/10/2016,Kepler-1091 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1092,b,Transit,1,5/10/2016,Kepler-1092 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1093,b,Transit,2,5/10/2016,Kepler-1093 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1094,b,Transit,1,5/10/2016,Kepler-1094 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1095,b,Transit,1,5/10/2016,Kepler-1095 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1096,b,Transit,1,5/10/2016,Kepler-1096 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1097,b,Transit,1,5/10/2016,Kepler-1097 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1098,b,Transit,1,5/10/2016,Kepler-1098 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1099,b,Transit,1,5/10/2016,Kepler-1099 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-11,b,Transit,6,5/14/2014,Kepler-11 b,2010,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-110,b,Transit,2,5/14/2014,Kepler-110 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1100,b,Transit,1,5/10/2016,Kepler-1100 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1101,b,Transit,1,5/10/2016,Kepler-1101 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1102,b,Transit,1,5/10/2016,Kepler-1102 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1103,b,Transit,1,5/10/2016,Kepler-1103 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1104,b,Transit,1,5/10/2016,Kepler-1104 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1105,b,Transit,1,5/10/2016,Kepler-1105 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1106,b,Transit,1,5/10/2016,Kepler-1106 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1107,b,Transit,1,5/10/2016,Kepler-1107 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1108,b,Transit,1,5/10/2016,Kepler-1108 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1109,b,Transit,1,5/10/2016,Kepler-1109 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-111,b,Transit,2,5/14/2014,Kepler-111 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1110,b,Transit,1,5/10/2016,Kepler-1110 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1111,b,Transit,1,5/10/2016,Kepler-1111 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1112,b,Transit,1,5/10/2016,Kepler-1112 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1113,b,Transit,1,5/10/2016,Kepler-1113 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1114,b,Transit,1,5/10/2016,Kepler-1114 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1115,b,Transit,1,5/10/2016,Kepler-1115 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1116,b,Transit,1,5/10/2016,Kepler-1116 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1117,b,Transit,1,5/10/2016,Kepler-1117 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1118,b,Transit,1,5/10/2016,Kepler-1118 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1119,b,Transit,1,5/10/2016,Kepler-1119 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-112,b,Transit,2,5/14/2014,Kepler-112 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1120,b,Transit,1,5/10/2016,Kepler-1120 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1121,b,Transit,1,5/10/2016,Kepler-1121 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1122,b,Transit,1,5/10/2016,Kepler-1122 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1123,b,Transit,1,5/10/2016,Kepler-1123 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1124,b,Transit,1,5/10/2016,Kepler-1124 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1125,b,Transit,1,5/10/2016,Kepler-1125 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1126,b,Transit,1,5/10/2016,Kepler-1126 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1127,b,Transit,1,5/10/2016,Kepler-1127 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1128,b,Transit,1,5/10/2016,Kepler-1128 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1129,b,Transit,2,5/10/2016,Kepler-1129 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-113,b,Transit,2,5/14/2014,Kepler-113 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1130,b,Transit,1,5/10/2016,Kepler-1130 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1131,b,Transit,1,5/10/2016,Kepler-1131 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1132,b,Transit,1,5/10/2016,Kepler-1132 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1133,b,Transit,1,5/10/2016,Kepler-1133 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1134,b,Transit,1,5/10/2016,Kepler-1134 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1135,b,Transit,1,5/10/2016,Kepler-1135 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1136,b,Transit,1,5/10/2016,Kepler-1136 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1137,b,Transit,1,5/10/2016,Kepler-1137 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1138,b,Transit,1,5/10/2016,Kepler-1138 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1139,b,Transit,1,5/10/2016,Kepler-1139 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-114,b,Transit,3,5/14/2014,Kepler-114 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1140,b,Transit,1,5/10/2016,Kepler-1140 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1141,b,Transit,1,5/10/2016,Kepler-1141 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1142,b,Transit,1,5/10/2016,Kepler-1142 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1143,b,Transit,2,5/10/2016,Kepler-1143 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1144,b,Transit,1,5/10/2016,Kepler-1144 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1145,b,Transit,1,5/10/2016,Kepler-1145 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1146,b,Transit,1,5/10/2016,Kepler-1146 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1147,b,Transit,1,5/10/2016,Kepler-1147 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1148,b,Transit,1,5/10/2016,Kepler-1148 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1149,b,Transit,1,5/10/2016,Kepler-1149 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-115,b,Transit,2,5/14/2014,Kepler-115 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1150,b,Transit,1,5/10/2016,Kepler-1150 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1151,b,Transit,1,5/10/2016,Kepler-1151 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1152,b,Transit,1,5/10/2016,Kepler-1152 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1153,b,Transit,1,5/10/2016,Kepler-1153 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1154,b,Transit,2,5/10/2016,Kepler-1154 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1155,b,Transit,1,5/10/2016,Kepler-1155 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1156,b,Transit,1,5/10/2016,Kepler-1156 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1157,b,Transit,1,5/10/2016,Kepler-1157 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1158,b,Transit,1,5/10/2016,Kepler-1158 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1159,b,Transit,1,5/10/2016,Kepler-1159 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-116,b,Transit,2,5/14/2014,Kepler-116 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1160,b,Transit,1,5/10/2016,Kepler-1160 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1161,b,Transit,1,5/10/2016,Kepler-1161 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1162,b,Transit,1,5/10/2016,Kepler-1162 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1163,b,Transit,1,5/10/2016,Kepler-1163 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1164,b,Transit,1,5/10/2016,Kepler-1164 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1165,b,Transit,1,5/10/2016,Kepler-1165 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1166,b,Transit,1,5/10/2016,Kepler-1166 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1167,b,Transit,1,5/10/2016,Kepler-1167 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1168,b,Transit,1,5/10/2016,Kepler-1168 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1169,b,Transit,1,5/10/2016,Kepler-1169 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-117,b,Transit,2,11/19/2014,Kepler-117 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1170,b,Transit,1,5/10/2016,Kepler-1170 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1171,b,Transit,1,5/10/2016,Kepler-1171 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1172,b,Transit,1,5/10/2016,Kepler-1172 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1173,b,Transit,1,5/10/2016,Kepler-1173 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1174,b,Transit,1,5/10/2016,Kepler-1174 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1175,b,Transit,1,5/10/2016,Kepler-1175 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1176,b,Transit,1,5/10/2016,Kepler-1176 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1177,b,Transit,1,5/10/2016,Kepler-1177 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1178,b,Transit,1,5/10/2016,Kepler-1178 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1179,b,Transit,1,5/10/2016,Kepler-1179 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-118,b,Transit,2,5/14/2014,Kepler-118 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1180,b,Transit,1,5/10/2016,Kepler-1180 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
